country,iso3,date,gdp_pc,poverty,pop,region
Tajikistan,TJK,2015-01-01,3084.18205982479,6.1,8524063.0,Asia
Switzerland,CHE,2015-01-01,77257.6823334422,0.0,8282396.0,Europe
Sweden,SWE,2015-01-01,59593.8590288814,0.6,9799186.0,Europe
St. Lucia,LCA,2015-01-01,20604.2962391376,0.1,175623.0,Americas
Spain,ESP,2015-01-01,42567.3662619036,0.9,46444832.0,Europe
Slovenia,SVN,2015-01-01,39191.7032032097,0.0,2063531.0,Europe
Slovak Republic,SVK,2015-01-01,33485.3649318938,0.7,5423801.0,Europe
Serbia,SRB,2015-01-01,17707.0932782425,6.6,7095383.0,Europe
Russian Federation,RUS,2015-01-01,35393.5703125,0.3,144640716.0,Europe
Romania,ROU,2015-01-01,29364.654468375,5.3,19815616.0,Europe
Portugal,PRT,2015-01-01,35880.1447180237,0.5,10358076.0,Europe
Poland,POL,2015-01-01,32037.1964182248,0.4,37986412.0,Europe
Philippines,PHL,2015-01-01,7862.09698774509,6.5,103031365.0,Asia
Peru,PER,2015-01-01,14424.9601774774,4.7,30711863.0,Americas
Paraguay,PRY,2015-01-01,14383.5861232379,1.9,6177950.0,Americas
Panama,PAN,2015-01-01,30016.775767108,1.5,3957099.0,Americas
Pakistan,PAK,2015-01-01,4784.47989262543,5.1,210969298.0,Asia
Norway,NOR,2015-01-01,85766.6127003775,0.2,5188607.0,Europe
North Macedonia,MKD,2015-01-01,19412.3117667435,5.5,1912430.0,Europe
Nigeria,NGA,2015-01-01,6202.2571886413,32.3,183995785.0,Africa
Netherlands,NLD,2015-01-01,62544.9131401361,0.1,16939923.0,Europe
Namibia,NAM,2015-01-01,12654.7626288938,15.6,2282704.0,Africa
Myanmar,MMR,2015-01-01,5273.1275053421,6.2,51483949.0,Asia
Montenegro,MNE,2015-01-01,21614.2515260626,1.3,622159.0,Europe
Moldova,MDA,2015-01-01,11691.0797484184,0.0,2835978.0,Europe
Malta,MLT,2015-01-01,45729.0836171682,0.1,445053.0,Europe
Malaysia,MYS,2015-01-01,27854.132643338,0.0,31068833.0,Asia
Luxembourg,LUX,2015-01-01,131746.320720073,0.3,569604.0,Europe
Lithuania,LTU,2015-01-01,36189.1688941673,0.7,2904910.0,Europe
Latvia,LVA,2015-01-01,30763.9524104971,0.7,1977527.0,Europe
Kyrgyz Republic,KGZ,2015-01-01,5678.37233910172,2.2,5956900.0,Asia
Kenya,KEN,2015-01-01,4703.29766544415,29.4,46851488.0,Africa
Kazakhstan,KAZ,2015-01-01,31847.1268264596,0.0,17542806.0,Asia
Italy,ITA,2015-01-01,47189.2921617744,1.9,60730582.0,Europe
Israel,ISR,2015-01-01,40960.5991373656,0.5,8380100.0,Asia
Ireland,IRL,2015-01-01,78330.8799698127,0.4,4701957.0,Europe
"Iran, Islamic Rep.",IRN,2015-01-01,14046.0482759251,0.4,81790841.0,Asia
Indonesia,IDN,2015-01-01,11007.491125108,8.5,259091970.0,Asia
India,IND,2015-01-01,6513.44397994147,18.8,1322866505.0,Asia
Iceland,ISL,2015-01-01,60258.9459000409,0.0,330815.0,Europe
Hungary,HUN,2015-01-01,31665.2277789474,0.6,9843028.0,Europe
Honduras,HND,2015-01-01,5776.76353746327,13.0,9294505.0,Americas
Greece,GRC,2015-01-01,31491.0356633333,1.4,10820883.0,Europe
Germany,DEU,2015-01-01,59345.4556245657,0.0,81686611.0,Europe
Georgia,GEO,2015-01-01,14936.8434116647,4.9,3725276.0,Asia
"Gambia, The",GMB,2015-01-01,2464.2707091895,13.4,2253133.0,Africa
France,FRA,2015-01-01,51923.3890466441,0.1,66548272.0,Europe
Finland,FIN,2015-01-01,53578.22054924,0.1,5479531.0,Europe
Ethiopia,ETH,2015-01-01,1984.06626588034,27.0,102471895.0,Africa
Estonia,EST,2015-01-01,36099.7533518033,0.6,1315407.0,Europe
El Salvador,SLV,2015-01-01,9572.7910732924,2.3,6231066.0,Americas
"Egypt, Arab Rep.",EGY,2015-01-01,13683.3111158421,0.9,97723799.0,Africa
Ecuador,ECU,2015-01-01,13924.6876477756,3.4,16195902.0,Americas
Dominican Republic,DOM,2015-01-01,17826.5487635835,2.5,10405832.0,Americas
Denmark,DNK,2015-01-01,62855.3667574151,0.2,5683483.0,Europe
Czechia,CZE,2015-01-01,42980.2448107455,0.0,10546059.0,Europe
Cyprus,CYP,2015-01-01,38608.59765625,0.0,1187280.0,Asia
Croatia,HRV,2015-01-01,29110.7082529865,0.6,4203604.0,Europe
Cote d'Ivoire,CIV,2015-01-01,5468.1525838592,33.4,23596741.0,Africa
Costa Rica,CRI,2015-01-01,21171.7218989811,1.6,4895242.0,Americas
Colombia,COL,2015-01-01,17073.6590145909,4.9,47119728.0,Americas
China,CHN,2015-01-01,14575.9347897624,0.6,1379860000.0,Asia
Chile,CHL,2015-01-01,28097.5405168588,0.4,17870124.0,Americas
Canada,CAN,2015-01-01,54819.1890353874,0.2,35704498.0,Americas
Cabo Verde,CPV,2015-01-01,7015.58693998159,4.6,552166.0,Africa
Bulgaria,BGR,2015-01-01,24095.427027851,3.4,7177991.0,Europe
Brazil,BRA,2015-01-01,18042.8093773062,3.9,205188205.0,Americas
Botswana,BWA,2015-01-01,15287.9530632863,15.4,2305171.0,Africa
Bolivia,BOL,2015-01-01,9079.79015096381,4.6,11090085.0,Americas
Benin,BEN,2015-01-01,3067.54054450397,50.7,10932783.0,Africa
Belgium,BEL,2015-01-01,58871.0652854142,0.1,11274196.0,Europe
Belarus,BLR,2015-01-01,25513.185299818,0.0,9461076.0,Europe
Austria,AUT,2015-01-01,62309.3942698872,0.7,8642699.0,Europe
Armenia,ARM,2015-01-01,13686.7461269439,1.1,2878595.0,Asia
Albania,ALB,2015-01-01,13234.1440599067,0.1,2880703.0,Europe
West Bank and Gaza,PSE,2016-01-01,6464.13352537371,0.5,4367088.0,Asia
Viet Nam,VNM,2016-01-01,9834.58572721742,1.3,93126529.0,Asia
Uruguay,URY,2016-01-01,29130.6096807094,0.1,3413766.0,Americas
United States,USA,2016-01-01,65299.9993837591,1.0,323071755.0,Americas
United Kingdom,GBR,2016-01-01,52372.4780334819,0.2,65611593.0,Europe
Ukraine,UKR,2016-01-01,16071.8115234375,0.1,45038236.0,Europe
Uganda,UGA,2016-01-01,2557.57984140162,42.9,38748299.0,Africa
Thailand,THA,2016-01-01,19439.2726205383,0.0,70607037.0,Asia
Switzerland,CHE,2016-01-01,77999.457811489,0.0,8373338.0,Europe
Sweden,SWE,2016-01-01,60068.313332864,0.3,9923085.0,Europe
Sri Lanka,LKA,2016-01-01,13705.7116837621,1.3,21425494.0,Asia
Spain,ESP,2016-01-01,43823.4508776186,1.1,46484062.0,Europe
Slovenia,SVN,2016-01-01,40413.052513921,0.0,2065042.0,Europe
Slovak Republic,SVK,2016-01-01,34092.3230100945,1.4,5430798.0,Europe
Serbia,SRB,2016-01-01,18394.3382840439,6.4,7058322.0,Europe
Rwanda,RWA,2016-01-01,2312.38621883684,52.0,11930899.0,Africa
Russian Federation,RUS,2016-01-01,35361.546875,0.3,145015460.0,Europe
Romania,ROU,2016-01-01,30377.5280910142,3.2,19702267.0,Europe
Portugal,PRT,2016-01-01,36720.3942769425,0.4,10325452.0,Europe
Poland,POL,2016-01-01,32997.5988600361,0.2,37970087.0,Europe
Peru,PER,2016-01-01,14792.4889893916,4.6,31132779.0,Americas
Paraguay,PRY,2016-01-01,14785.2851283599,1.7,6266615.0,Americas
Panama,PAN,2016-01-01,30961.8337685151,1.5,4026336.0,Americas
Norway,NOR,2016-01-01,86004.5359604999,0.3,5234519.0,Europe
North Macedonia,MKD,2016-01-01,20029.278857404,4.2,1906313.0,Europe
Netherlands,NLD,2016-01-01,63576.4761161142,0.0,17030314.0,Europe
Montenegro,MNE,2016-01-01,22246.5673783626,2.5,622303.0,Europe
Mongolia,MNG,2016-01-01,14170.1902490572,0.7,3029555.0,Asia
Moldova,MDA,2016-01-01,12377.366678394,0.1,2803186.0,Europe
Mexico,MEX,2016-01-01,22007.9967503775,2.3,121519221.0,Americas
Malta,MLT,2016-01-01,46205.7250057988,0.1,455356.0,Europe
Maldives,MDV,2016-01-01,18781.7620477972,0.0,454252.0,Asia
Malawi,MWI,2016-01-01,1666.11144612727,65.7,17405624.0,Africa
Luxembourg,LUX,2016-01-01,135355.895613971,0.1,582014.0,Europe
Lithuania,LTU,2016-01-01,37575.1566176057,1.3,2868231.0,Europe
Liberia,LBR,2016-01-01,1670.70434270502,27.6,4706097.0,Africa
Latvia,LVA,2016-01-01,31781.7575940943,0.6,1959537.0,Europe
Kyrgyz Republic,KGZ,2016-01-01,5805.10255223664,1.1,6079500.0,Asia
"Korea, Rep.",KOR,2016-01-01,43674.5070129375,0.2,51217803.0,Asia
Kazakhstan,KAZ,2016-01-01,31742.8228255039,0.1,17794055.0,Asia
Italy,ITA,2016-01-01,47880.9411077416,1.6,60627498.0,Europe
Israel,ISR,2016-01-01,41981.6009358289,0.2,8546000.0,Asia
Ireland,IRL,2016-01-01,78819.0788246546,0.1,4755335.0,Europe
"Iran, Islamic Rep.",IRN,2016-01-01,15006.1905359616,0.4,83306231.0,Asia
Indonesia,IDN,2016-01-01,11439.7220689556,6.7,261850182.0,Asia
India,IND,2016-01-01,6968.1468333825,18.1,1338636340.0,Asia
Iceland,ISL,2016-01-01,63174.4540060534,0.0,335439.0,Europe
Hungary,HUN,2016-01-01,32457.8253273034,1.3,9814023.0,Europe
Honduras,HND,2016-01-01,5896.15995918934,14.6,9460798.0,Americas
Greece,GRC,2016-01-01,31468.2284117132,1.0,10775971.0,Europe
Ghana,GHA,2016-01-01,5628.20204652649,25.2,29554303.0,Africa
Germany,DEU,2016-01-01,60181.1002169237,0.0,82348669.0,Europe
Georgia,GEO,2016-01-01,15442.9564358054,4.9,3727505.0,Asia
France,FRA,2016-01-01,52353.8633639783,0.1,66724104.0,Europe
Finland,FIN,2016-01-01,54926.4521193695,0.0,5495303.0,Europe
Eswatini,SWZ,2016-01-01,9109.481531926,36.1,1142524.0,Africa
Estonia,EST,2016-01-01,37228.0649706755,0.5,1315790.0,Europe
El Salvador,SLV,2016-01-01,9785.31520216203,2.6,6250510.0,Americas
Ecuador,ECU,2016-01-01,13623.9073139322,3.6,16439585.0,Americas
Dominican Republic,DOM,2016-01-01,18793.746264786,2.0,10527592.0,Americas
Denmark,DNK,2016-01-01,64391.1552244487,0.3,5728010.0,Europe
Czechia,CZE,2016-01-01,43986.2199023629,0.0,10566332.0,Europe
Cyprus,CYP,2016-01-01,40958.265625,0.0,1197881.0,Asia
Croatia,HRV,2016-01-01,30384.4763914522,0.6,4174349.0,Europe
Costa Rica,CRI,2016-01-01,21838.9515496222,1.3,4945205.0,Americas
Colombia,COL,2016-01-01,17244.7836420899,4.9,47625955.0,Americas
China,CHN,2016-01-01,15485.2130054608,0.1,1387790000.0,Asia
Canada,CAN,2016-01-01,54765.3037720868,0.2,36110803.0,Americas
Bulgaria,BGR,2016-01-01,24999.4341471355,2.0,7127822.0,Europe
Brazil,BRA,2016-01-01,17310.7362793512,4.7,206859578.0,Americas
Bolivia,BOL,2016-01-01,9321.59170111635,5.6,11263015.0,Americas
Belgium,BEL,2016-01-01,59315.7001438597,0.1,11331422.0,Europe
Belarus,BLR,2016-01-01,24846.9596661141,0.0,9469379.0,Europe
Bangladesh,BGD,2016-01-01,5719.07243278242,13.5,159784568.0,Asia
Austria,AUT,2016-01-01,62865.4863848378,0.7,8736668.0,Europe
Australia,AUS,2016-01-01,55667.9241534879,0.5,24190907.0,Oceania
Armenia,ARM,2016-01-01,13775.1811130634,1.1,2865835.0,Asia
Argentina,ARG,2016-01-01,28006.7736999391,0.7,43590368.0,Americas
Albania,ALB,2016-01-01,13694.7310779137,0.1,2876101.0,Europe
Zimbabwe,ZWE,2017-01-01,3611.82801023512,34.2,14751101.0,Africa
Uruguay,URY,2017-01-01,29564.5502214147,0.1,3422200.0,Americas
United States,USA,2017-01-01,66482.8934392041,1.2,325122128.0,Americas
United Kingdom,GBR,2017-01-01,53398.9895977911,0.2,66058859.0,Europe
Ukraine,UKR,2017-01-01,16523.533203125,0.0,44880758.0,Europe
Turkiye,TUR,2017-01-01,28117.9600270112,0.3,80312698.0,Asia
Thailand,THA,2017-01-01,20168.214968716,0.0,70898202.0,Asia
Switzerland,CHE,2017-01-01,78328.089934291,0.0,8451840.0,Europe
Sweden,SWE,2017-01-01,60786.2183207956,0.2,10057698.0,Europe
Spain,ESP,2017-01-01,45021.7922539543,0.7,46593236.0,Europe
Slovenia,SVN,2017-01-01,42331.5030286339,0.0,2066388.0,Europe
Slovak Republic,SVK,2017-01-01,35039.562622258,0.2,5439232.0,Europe
Serbia,SRB,2017-01-01,18881.0498745186,5.4,7020858.0,Europe
Sao Tome and Principe,STP,2017-01-01,5492.91044284176,15.7,208036.0,Africa
Russian Federation,RUS,2017-01-01,35932.234375,0.3,145293260.0,Europe
Romania,ROU,2017-01-01,33057.9502705053,3.3,19588715.0,Europe
Qatar,QAT,2017-01-01,108024.004703878,0.0,2711755.0,Asia
Portugal,PRT,2017-01-01,38100.7485577808,0.4,10300300.0,Europe
Poland,POL,2017-01-01,34689.3517050205,0.3,37974826.0,Europe
Peru,PER,2017-01-01,14938.2710310634,4.5,31605486.0,Americas
Paraguay,PRY,2017-01-01,15279.9735619143,1.0,6355404.0,Americas
Panama,PAN,2017-01-01,32136.4260373029,2.1,4096063.0,Americas
Norway,NOR,2017-01-01,87414.5864726953,0.3,5276968.0,Europe
North Macedonia,MKD,2017-01-01,20327.588364349,4.5,1898657.0,Europe
Netherlands,NLD,2017-01-01,65041.4591487786,0.2,17131296.0,Europe
Myanmar,MMR,2017-01-01,5833.651154149,2.0,52288341.0,Asia
Montenegro,MNE,2017-01-01,23293.198859082,3.3,622373.0,Europe
Moldova,MDA,2017-01-01,13118.8219369605,0.0,2755189.0,Europe
Mauritius,MUS,2017-01-01,24073.2325633886,0.1,1264887.0,Africa
Malta,MLT,2017-01-01,49844.0258293814,0.2,467999.0,Europe
Luxembourg,LUX,2017-01-01,133845.170917656,0.3,596336.0,Europe
Lithuania,LTU,2017-01-01,39736.1213686828,1.0,2828403.0,Europe
Lesotho,LSO,2017-01-01,2889.8856534659,32.4,2170617.0,Africa
Latvia,LVA,2017-01-01,33126.7984948724,0.8,1942248.0,Europe
Kyrgyz Republic,KGZ,2017-01-01,5963.81939031758,1.3,6198200.0,Asia
"Korea, Rep.",KOR,2017-01-01,44928.0513861779,0.2,51361911.0,Asia
Kazakhstan,KAZ,2017-01-01,32597.794216455,0.0,18037776.0,Asia
Italy,ITA,2017-01-01,48752.5340873447,1.4,60536709.0,Europe
Israel,ISR,2017-01-01,42936.4429694657,0.5,8713300.0,Asia
Ireland,IRL,2017-01-01,85225.2324725638,0.2,4807388.0,Europe
"Iran, Islamic Rep.",IRN,2017-01-01,15201.3768071794,0.3,84505076.0,Asia
Indonesia,IDN,2017-01-01,11899.3272722333,4.3,264498852.0,Asia
India,IND,2017-01-01,7356.15648878112,13.4,1354195680.0,Asia
Iceland,ISL,2017-01-01,64298.5866432209,0.0,343400.0,Europe
Hungary,HUN,2017-01-01,33934.5146358172,0.6,9787966.0,Europe
Honduras,HND,2017-01-01,6075.08369933569,13.9,9626842.0,Americas
Greece,GRC,2017-01-01,31874.8892719973,0.9,10754679.0,Europe
Germany,DEU,2017-01-01,61563.5840905045,0.2,82657002.0,Europe
Georgia,GEO,2017-01-01,16237.6242230275,6.2,3728004.0,Asia
Gabon,GAB,2017-01-01,20491.6392836192,2.5,2140215.0,Africa
France,FRA,2017-01-01,53398.3221252092,0.0,66918020.0,Europe
Finland,FIN,2017-01-01,56547.0743211311,0.1,5508214.0,Europe
Estonia,EST,2017-01-01,39336.6771202215,0.3,1317384.0,Europe
El Salvador,SLV,2017-01-01,9979.47653002228,2.2,6266654.0,Americas
"Egypt, Arab Rep.",EGY,2017-01-01,14280.945944072,2.5,101789386.0,Africa
Ecuador,ECU,2017-01-01,14214.7788878758,3.2,16696944.0,Americas
Dominican Republic,DOM,2017-01-01,19449.7377002892,1.0,10647244.0,Americas
Djibouti,DJI,2017-01-01,5474.56546988797,19.1,1040233.0,Africa
Denmark,DNK,2017-01-01,65783.5206618684,0.1,5764980.0,Europe
Czechia,CZE,2017-01-01,46137.0237924839,0.0,10594438.0,Europe
Cyprus,CYP,2017-01-01,42905.63671875,0.0,1208523.0,Asia
Croatia,HRV,2017-01-01,31786.2008221261,0.5,4124531.0,Europe
Costa Rica,CRI,2017-01-01,22525.4078853486,1.2,4993842.0,Americas
Colombia,COL,2017-01-01,17216.8550467602,4.3,48351671.0,Americas
China,CHN,2017-01-01,16461.069929896,0.0,1396215000.0,Asia
Chile,CHL,2017-01-01,28191.9083006951,0.4,18368577.0,Americas
Canada,CAN,2017-01-01,55756.2624817832,0.2,36545075.0,Americas
Bulgaria,BGR,2017-01-01,25874.2082340952,1.4,7075947.0,Europe
Brazil,BRA,2017-01-01,17401.3227717581,5.3,208504960.0,Americas
Bolivia,BOL,2017-01-01,9566.12532714447,4.9,11435533.0,Americas
Bhutan,BTN,2017-01-01,13450.4957202057,0.9,756121.0,Asia
Belgium,BEL,2017-01-01,60044.6107556749,0.1,11375158.0,Europe
Belarus,BLR,2017-01-01,25503.9746734388,0.0,9458989.0,Europe
Austria,AUT,2017-01-01,63840.3566241592,0.3,8797566.0,Europe
Armenia,ARM,2017-01-01,14880.5563397717,0.8,2851923.0,Asia
Argentina,ARG,2017-01-01,28499.0342488969,0.6,44044811.0,Americas
Albania,ALB,2017-01-01,14228.5670700585,0.4,2873457.0,Europe
Viet Nam,VNM,2018-01-01,11089.340631158,1.2,94914330.0,Asia
Uruguay,URY,2018-01-01,29571.3494162684,0.1,3427042.0,Americas
United States,USA,2018-01-01,68095.6868059923,1.0,326838199.0,Americas
United Kingdom,GBR,2018-01-01,53821.4902718369,0.5,66460344.0,Europe
United Arab Emirates,ARE,2018-01-01,70410.8223858472,0.0,9140169.0,Asia
Ukraine,UKR,2018-01-01,17187.181640625,0.0,44690584.0,Europe
Turkiye,TUR,2018-01-01,28575.772502049,0.4,81407204.0,Asia
Togo,TGO,2018-01-01,2507.03163355487,28.4,8046679.0,Africa
Thailand,THA,2018-01-01,20952.0404740842,0.0,71127802.0,Asia
Tanzania,TZA,2018-01-01,3354.53369140625,44.9,58090443.0,Africa
Switzerland,CHE,2018-01-01,79977.3072306586,0.0,8514329.0,Europe
Sweden,SWE,2018-01-01,61255.838935642,0.7,10175214.0,Europe
Spain,ESP,2018-01-01,45849.0498869727,0.8,46797754.0,Europe
Slovenia,SVN,2018-01-01,44057.0689888687,0.0,2073894.0,Europe
Slovak Republic,SVK,2018-01-01,36401.339791066,0.2,5446771.0,Europe
Sierra Leone,SLE,2018-01-01,1619.41341316645,26.1,7861281.0,Africa
Seychelles,SYC,2018-01-01,32841.4242467381,0.5,96762.0,Africa
Serbia,SRB,2018-01-01,19837.8649915148,2.9,6982604.0,Europe
Senegal,SEN,2018-01-01,4085.46336732661,9.2,15574909.0,Africa
Russian Federation,RUS,2018-01-01,36908.3671875,0.1,145398106.0,Europe
Romania,ROU,2018-01-01,35257.5488623828,2.7,19473970.0,Europe
Portugal,PRT,2018-01-01,39249.1522612355,0.3,10283822.0,Europe
Poland,POL,2018-01-01,36751.7795355083,0.2,37974750.0,Europe
Philippines,PHL,2018-01-01,9090.73391867031,3.0,108568836.0,Asia
Peru,PER,2018-01-01,15242.6009267253,3.6,32203944.0,Americas
Paraguay,PRY,2018-01-01,15554.3944963642,1.4,6443328.0,Americas
Panama,PAN,2018-01-01,32767.2762045732,1.4,4165255.0,Americas
Pakistan,PAK,2018-01-01,5427.1957045838,4.9,219731479.0,Asia
Norway,NOR,2018-01-01,87559.2839733416,0.3,5311916.0,Europe
North Macedonia,MKD,2018-01-01,21019.4894889464,3.4,1889051.0,Europe
Nigeria,NGA,2018-01-01,5814.61238953489,30.9,198387623.0,Africa
Niger,NER,2018-01-01,1547.21348827065,50.9,22577058.0,Africa
Netherlands,NLD,2018-01-01,66189.4000984502,0.1,17231624.0,Europe
Montenegro,MNE,2018-01-01,24481.7446725978,2.8,622227.0,Europe
Mongolia,MNG,2018-01-01,15442.9931272943,0.7,3163991.0,Asia
Moldova,MDA,2018-01-01,13895.5043655692,0.0,2707203.0,Europe
Mexico,MEX,2018-01-01,22402.1769525804,1.9,124013861.0,Americas
Malta,MLT,2018-01-01,51703.2460071818,0.1,484630.0,Europe
Mali,MLI,2018-01-01,2472.95432337262,15.2,19934298.0,Africa
Malaysia,MYS,2018-01-01,30950.2787683467,0.0,32399271.0,Asia
Luxembourg,LUX,2018-01-01,132889.080166245,0.3,607950.0,Europe
Lithuania,LTU,2018-01-01,41719.0944334474,0.9,2801543.0,Europe
Latvia,LVA,2018-01-01,34718.1813806225,0.4,1927174.0,Europe
Lao PDR,LAO,2018-01-01,7800.29757410321,7.1,7105006.0,Asia
Kyrgyz Republic,KGZ,2018-01-01,6065.99208780875,0.7,6322800.0,Asia
"Korea, Rep.",KOR,2018-01-01,46034.2906314164,0.2,51585058.0,Asia
Kazakhstan,KAZ,2018-01-01,33491.1486237548,0.0,18276452.0,Asia
Jamaica,JAM,2018-01-01,10166.8968732773,0.1,2811835.0,Americas
Italy,ITA,2018-01-01,49297.498015943,1.5,60421760.0,Europe
Israel,ISR,2018-01-01,43831.4405122313,0.5,8882800.0,Asia
Ireland,IRL,2018-01-01,91305.8596866291,0.0,4867316.0,Europe
"Iran, Islamic Rep.",IRN,2018-01-01,14728.0832005661,0.7,85617562.0,Asia
Indonesia,IDN,2018-01-01,12394.6943973416,4.4,267066843.0,Asia
India,IND,2018-01-01,7746.20996885166,11.1,1369003306.0,Asia
Hungary,HUN,2018-01-01,35799.5619371301,0.2,9775564.0,Europe
Honduras,HND,2018-01-01,6201.72602336189,14.2,9792850.0,Americas
Guinea-Bissau,GNB,2018-01-01,2160.88991083996,21.7,1924955.0,Africa
Guinea,GIN,2018-01-01,3496.54887151027,13.8,12554864.0,Africa
Grenada,GRD,2018-01-01,16118.8083368911,0.3,121838.0,Americas
Greece,GRC,2018-01-01,32472.5125793078,0.1,10732882.0,Europe
Germany,DEU,2018-01-01,61981.1160711922,0.0,82905782.0,Europe
Georgia,GEO,2018-01-01,17228.6790847503,5.6,3726549.0,Asia
France,FRA,2018-01-01,54199.5848398699,0.0,67158348.0,Europe
Finland,FIN,2018-01-01,57115.7423322227,0.1,5515525.0,Europe
Estonia,EST,2018-01-01,40683.4150950472,0.2,1321977.0,Europe
El Salvador,SLV,2018-01-01,10204.4501575356,1.8,6276342.0,Americas
Ecuador,ECU,2018-01-01,14094.1793704305,3.3,17015672.0,Americas
Dominican Republic,DOM,2018-01-01,20579.1936597413,0.8,10765531.0,Americas
Denmark,DNK,2018-01-01,66760.4619631245,0.2,5793636.0,Europe
Czechia,CZE,2018-01-01,47463.6793908932,0.0,10629928.0,Europe
Cyprus,CYP,2018-01-01,44779.22265625,0.0,1218831.0,Asia
Croatia,HRV,2018-01-01,33028.2920329303,0.4,4087843.0,Europe
Cote d'Ivoire,CIV,2018-01-01,6108.39525051154,11.5,25493988.0,Africa
Costa Rica,CRI,2018-01-01,22899.6243580628,1.5,5040734.0,Americas
Colombia,COL,2018-01-01,17326.7742700068,4.5,49276961.0,Americas
China,CHN,2018-01-01,17490.1667301804,0.0,1402760000.0,Asia
Chad,TCD,2018-01-01,1934.60998677863,30.9,15604210.0,Africa
Canada,CAN,2018-01-01,56470.4592673931,0.2,37072620.0,Americas
Burkina Faso,BFA,2018-01-01,2315.23728568714,31.2,20392723.0,Africa
Bulgaria,BGR,2018-01-01,26764.0559080866,0.9,7025037.0,Europe
Brazil,BRA,2018-01-01,17571.6710186094,5.3,210166592.0,Americas
Bolivia,BOL,2018-01-01,9822.95640539132,3.3,11606905.0,Americas
Benin,BEN,2018-01-01,3272.42968263968,20.1,11940683.0,Africa
Belgium,BEL,2018-01-01,60843.595706036,0.1,11427054.0,Europe
Belarus,BLR,2018-01-01,26363.5694015715,0.0,9438785.0,Europe
Austria,AUT,2018-01-01,65071.0155162726,0.6,8840521.0,Europe
Australia,AUS,2018-01-01,56800.6357529854,0.5,24963258.0,Oceania
Armenia,ARM,2018-01-01,15739.1469036968,1.3,2836557.0,Asia
Argentina,ARG,2018-01-01,27472.61025086,1.0,44494502.0,Americas
Angola,AGO,2018-01-01,8626.72581572776,31.1,31273533.0,Africa
Albania,ALB,2018-01-01,14837.0249272247,0.0,2866376.0,Europe
Zimbabwe,ZWE,2019-01-01,3412.96669147788,39.8,15354608.0,Africa
Vanuatu,VUT,2019-01-01,3370.04799330643,10.0,304404.0,Oceania
Uruguay,URY,2019-01-01,29834.0383893351,0.1,3428409.0,Americas
United States,USA,2019-01-01,69458.6101827166,1.0,328329953.0,Americas
United Kingdom,GBR,2019-01-01,54397.2905235188,0.5,66836327.0,Europe
Ukraine,UKR,2019-01-01,17839.21484375,0.0,44474512.0,Europe
Uganda,UGA,2019-01-01,2692.5758986328,42.1,42949080.0,Africa
Turkiye,TUR,2019-01-01,28400.7120350239,0.5,82579440.0,Asia
Thailand,THA,2019-01-01,21341.0882276154,0.1,71307763.0,Asia
Switzerland,CHE,2019-01-01,80315.6830344552,0.0,8575280.0,Europe
Sweden,SWE,2019-01-01,61842.401361608,0.3,10278887.0,Europe
Sri Lanka,LKA,2019-01-01,14637.4443774375,1.0,21803000.0,Asia
Spain,ESP,2019-01-01,46424.2866260789,0.8,47134837.0,Europe
Slovenia,SVN,2019-01-01,45292.5835855395,0.0,2088385.0,Europe
Slovak Republic,SVK,2019-01-01,37265.0065390631,0.1,5454147.0,Europe
Serbia,SRB,2019-01-01,20808.5504238443,2.3,6945235.0,Europe
Russian Federation,RUS,2019-01-01,37698.953125,0.2,145453291.0,Europe
Romania,ROU,2019-01-01,36809.4879238241,2.2,19371648.0,Europe
Portugal,PRT,2019-01-01,40292.5488226974,0.1,10286263.0,Europe
Poland,POL,2019-01-01,38396.6073050283,0.1,37965475.0,Europe
Peru,PER,2019-01-01,15289.3411383165,3.0,32824861.0,Americas
Paraguay,PRY,2019-01-01,15286.2053074404,1.0,6530026.0,Americas
Panama,PAN,2019-01-01,33304.7209789984,1.0,4232532.0,Americas
Norway,NOR,2019-01-01,87947.5474755932,0.2,5347896.0,Europe
North Macedonia,MKD,2019-01-01,21990.3156013894,2.7,1876262.0,Europe
Netherlands,NLD,2019-01-01,67043.1699696165,0.1,17344874.0,Europe
Mozambique,MOZ,2019-01-01,1508.63558249144,74.5,30285595.0,Africa
Montenegro,MNE,2019-01-01,25484.5749422278,2.0,622028.0,Europe
Moldova,MDA,2019-01-01,14621.2401362286,0.0,2664224.0,Europe
Mauritania,MRT,2019-01-01,6280.0878630492,5.4,4383849.0,Africa
Marshall Islands,MHL,2019-01-01,6294.79950283624,0.9,44728.0,Oceania
Malta,MLT,2019-01-01,53251.517202095,0.3,504062.0,Europe
Maldives,MDV,2019-01-01,21108.8656366835,0.0,504508.0,Asia
Malawi,MWI,2019-01-01,1759.63014469042,70.1,18867337.0,Africa
Luxembourg,LUX,2019-01-01,134105.634308099,0.1,620001.0,Europe
Lithuania,LTU,2019-01-01,43781.3109910542,0.5,2794137.0,Europe
Latvia,LVA,2019-01-01,35165.7899431666,0.2,1913822.0,Europe
Kyrgyz Republic,KGZ,2019-01-01,6213.96196790736,0.7,6456200.0,Asia
"Korea, Rep.",KOR,2019-01-01,46903.839068358,0.0,51764822.0,Asia
Kiribati,KIR,2019-01-01,2915.99121272178,1.7,124241.0,Oceania
Kazakhstan,KAZ,2019-01-01,34549.8076969198,0.0,18513673.0,Asia
Italy,ITA,2019-01-01,50110.1689436357,1.0,59729081.0,Europe
