country,iso3,date,gdp_pc,poverty,pop,region
United States,USA,1990-01-01,44395.1314543953,0.5,249623000.0,Americas
United Kingdom,GBR,1990-01-01,35551.8271474522,0.0,57247586.0,Europe
Tunisia,TUN,1990-01-01,6591.28737405498,9.3,8440023.0,Africa
Thailand,THA,1990-01-01,8624.42898149985,12.3,55228410.0,Asia
Sri Lanka,LKA,1990-01-01,4335.77214930913,11.6,17204094.0,Asia
Spain,ESP,1990-01-01,31353.7109884573,0.5,38867322.0,Europe
Paraguay,PRY,1990-01-01,9904.93186364106,1.2,4059195.0,Americas
Pakistan,PAK,1990-01-01,3220.28710177191,65.1,115414069.0,Asia
Netherlands,NLD,1990-01-01,43048.8783630632,1.0,14951510.0,Europe
Morocco,MAR,1990-01-01,4383.09521484375,4.7,24570814.0,Africa
Luxembourg,LUX,1990-01-01,82483.0106261715,0.0,381850.0,Europe
Jamaica,JAM,1990-01-01,8697.74951376621,2.9,2392030.0,Americas
"Iran, Islamic Rep.",IRN,1990-01-01,9465.96349773004,8.8,55793629.0,Asia
Indonesia,IDN,1990-01-01,4915.19368023377,61.8,182159874.0,Asia
Honduras,HND,1990-01-01,4363.30886212612,42.0,5053234.0,Americas
France,FRA,1990-01-01,40540.1414827963,0.2,58044701.0,Europe
"Egypt, Arab Rep.",EGY,1990-01-01,8172.0289644652,5.2,57214630.0,Africa
Costa Rica,CRI,1990-01-01,10957.1724471431,10.4,3158253.0,Americas
China,CHN,1990-01-01,1645.57894422679,72.0,1135185000.0,Asia
Chile,CHL,1990-01-01,11142.4574285939,10.7,13342868.0,Americas
Canada,CAN,1990-01-01,39863.0660385958,1.2,27691138.0,Americas
Brazil,BRA,1990-01-01,12502.2479633803,24.0,150706446.0,Americas
Bolivia,BOL,1990-01-01,5149.00339290039,1.1,7096194.0,Americas
Zambia,ZMB,1991-01-01,2395.22681770979,57.4,7880466.0,Africa
United States,USA,1991-01-01,43758.395353687,0.5,252981000.0,Americas
United Kingdom,GBR,1991-01-01,35051.0847103796,0.0,57424897.0,Europe
Tanzania,TZA,1991-01-01,1778.32836914063,69.3,26890906.0,Africa
Senegal,SEN,1991-01-01,2988.03569937046,70.1,7754289.0,Africa
Panama,PAN,1991-01-01,12201.7255405379,20.1,2502044.0,Americas
Norway,NOR,1991-01-01,58736.6124093388,0.5,4261732.0,Europe
Luxembourg,LUX,1991-01-01,88420.4727718772,0.0,387000.0,Europe
Italy,ITA,1991-01-01,43525.3212820567,0.2,56758521.0,Europe
Honduras,HND,1991-01-01,4101.86950997796,30.8,5196887.0,Americas
Guinea-Bissau,GNB,1991-01-01,1847.48534043607,42.4,993856.0,Africa
Guinea,GIN,1991-01-01,2101.32983621489,88.0,6615734.0,Africa
Ghana,GHA,1991-01-01,2849.72324973575,64.2,15843471.0,Africa
Germany,DEU,1991-01-01,44421.7216704938,0.0,80013896.0,Europe
Finland,FIN,1991-01-01,36649.8292781084,0.0,5013740.0,Europe
El Salvador,SLV,1991-01-01,5997.17321683681,22.1,5461070.0,Americas
Costa Rica,CRI,1991-01-01,10924.6809778732,12.4,3239414.0,Americas
Colombia,COL,1991-01-01,10125.0639563127,12.8,33272628.0,Americas
Canada,CAN,1991-01-01,38547.4652657194,1.2,28037420.0,Americas
Bangladesh,BGD,1991-01-01,2188.79685611061,41.9,109242834.0,Asia
Argentina,ARG,1991-01-01,18369.0107174587,1.0,33105763.0,Americas
Viet Nam,VNM,1992-01-01,2666.76253898593,45.1,69788747.0,Asia
Uruguay,URY,1992-01-01,15517.6217334374,0.6,3153732.0,Americas
United States,USA,1992-01-01,44675.8639074727,0.5,256514000.0,Americas
United Kingdom,GBR,1992-01-01,35096.6276357277,0.2,57580402.0,Europe
Ukraine,UKR,1992-01-01,18733.908203125,3.9,52150400.0,Europe
Uganda,UGA,1992-01-01,1101.73674720651,65.1,18801966.0,Africa
Trinidad and Tobago,TTO,1992-01-01,13229.3494846432,1.3,1285502.0,Americas
Thailand,THA,1992-01-01,9815.32597191247,9.0,56939020.0,Asia
Switzerland,CHE,1992-01-01,62482.2270918315,0.5,6875364.0,Europe
Sweden,SWE,1992-01-01,38560.244861631,0.2,8668067.0,Europe
Nigeria,NGA,1992-01-01,3716.29817505816,52.4,100182045.0,Africa
Niger,NER,1992-01-01,1333.71761687995,84.4,8907644.0,Africa
Mexico,MEX,1992-01-01,18265.3633446043,7.9,84993164.0,Americas
Malaysia,MYS,1992-01-01,13797.4770855062,1.0,18526708.0,Asia
Luxembourg,LUX,1992-01-01,88841.4223095211,0.0,392175.0,Europe
Lao PDR,LAO,1992-01-01,2087.3516702092,23.7,4561106.0,Asia
Kenya,KEN,1992-01-01,3903.09751650141,26.4,24655723.0,Africa
Jordan,JOR,1992-01-01,8259.86430532349,0.0,3866887.0,Asia
Israel,ISR,1992-01-01,26569.5341056477,0.2,5123000.0,Asia
Honduras,HND,1992-01-01,4230.61433124288,27.0,5344774.0,Americas
Guyana,GUY,1992-01-01,5840.01433208222,29.4,744998.0,Americas
Germany,DEU,1992-01-01,44933.0362683895,0.0,80624598.0,Europe
Dominican Republic,DOM,1992-01-01,7872.94677719706,7.6,7427340.0,Americas
Denmark,DNK,1992-01-01,47663.6981268064,0.5,5171370.0,Europe
Czechia,CZE,1992-01-01,24680.3049585771,0.0,10319123.0,Europe
Cote d'Ivoire,CIV,1992-01-01,4979.85759834362,27.1,12838314.0,Africa
Costa Rica,CRI,1992-01-01,11633.5053254863,9.9,3321939.0,Americas
Colombia,COL,1992-01-01,10327.7628931467,9.6,33939039.0,Americas
Chile,CHL,1992-01-01,12927.6554263261,6.7,13782297.0,Americas
Central African Republic,CAF,1992-01-01,1323.23132151789,82.2,2991727.0,Africa
Canada,CAN,1992-01-01,38433.0912733363,0.7,28371264.0,Americas
Burundi,BDI,1992-01-01,1440.41493181761,75.1,5743085.0,Africa
Brazil,BRA,1992-01-01,12144.0084196426,23.3,155900790.0,Americas
Bolivia,BOL,1992-01-01,5287.21921001358,8.7,7394419.0,Americas
Belgium,BEL,1992-01-01,43361.3436007909,1.0,10045158.0,Europe
Argentina,ARG,1992-01-01,19553.8253421588,1.7,33568285.0,Americas
Zambia,ZMB,1993-01-01,2395.0905144264,59.1,8270917.0,Africa
United States,USA,1993-01-01,45303.8828831126,0.5,259919000.0,Americas
United Kingdom,GBR,1993-01-01,35884.3400784182,0.2,57718614.0,Europe
Ukraine,UKR,1993-01-01,16064.8212890625,1.9,52179200.0,Europe
Spain,ESP,1993-01-01,31712.9908990991,1.2,39361262.0,Europe
South Africa,ZAF,1993-01-01,10154.0543022847,33.5,42525440.0,Africa
Nicaragua,NIC,1993-01-01,3838.94029302315,38.3,4526689.0,Americas
Netherlands,NLD,1993-01-01,44408.8124395328,1.2,15290368.0,Europe
Mauritania,MRT,1993-01-01,5287.26845380675,42.9,2237064.0,Africa
Madagascar,MDG,1993-01-01,1770.14679448349,73.3,13020100.0,Africa
Luxembourg,LUX,1993-01-01,91338.9513042338,0.0,397475.0,Europe
Jamaica,JAM,1993-01-01,9895.09130901879,8.1,2459062.0,Americas
Italy,ITA,1993-01-01,43458.0359134312,1.2,56831821.0,Europe
Indonesia,IDN,1993-01-01,5655.01914466032,61.2,191737287.0,Asia
India,IND,1993-01-01,2297.06266113972,48.0,926351297.0,Asia
Honduras,HND,1993-01-01,4380.78313216756,21.4,5496841.0,Americas
Guinea-Bissau,GNB,1993-01-01,1793.51323288688,42.2,1056761.0,Africa
Germany,DEU,1993-01-01,44202.5669593403,0.0,81156363.0,Europe
Czechia,CZE,1993-01-01,24669.9261297658,0.0,10329855.0,Europe
Costa Rica,CRI,1993-01-01,12153.9030170835,8.5,3405372.0,Americas
China,CHN,1993-01-01,2253.05201995372,65.6,1178440000.0,Asia
Canada,CAN,1993-01-01,39023.3258286354,1.2,28684764.0,Americas
Brazil,BRA,1993-01-01,12537.7855764253,22.1,158440875.0,Americas
Botswana,BWA,1993-01-01,10588.7158075975,34.1,1462262.0,Africa
Belize,BLZ,1993-01-01,10363.7846884579,13.5,194177.0,Americas
Argentina,ARG,1993-01-01,20873.2191932961,2.0,34027240.0,Americas
United States,USA,1994-01-01,46554.7724569344,0.5,263126000.0,Americas
United Kingdom,GBR,1994-01-01,37169.705479204,0.2,57865745.0,Europe
Thailand,THA,1994-01-01,11147.8290998032,4.5,58610010.0,Asia
Spain,ESP,1994-01-01,32314.5568099396,1.0,39549108.0,Europe
Senegal,SEN,1994-01-01,2825.71174736086,60.3,8416997.0,Africa
Niger,NER,1994-01-01,1278.74673058258,85.5,9493324.0,Africa
Mexico,MEX,1994-01-01,18876.9929863052,7.9,88314424.0,Americas
Mali,MLI,1994-01-01,1612.9505829445,84.5,9711797.0,Africa
Luxembourg,LUX,1994-01-01,93546.274923386,0.0,402925.0,Europe
Lesotho,LSO,1994-01-01,1680.91028505454,53.7,1910642.0,Africa
Kenya,KEN,1994-01-01,3792.65062003321,25.9,26133744.0,Africa
Ireland,IRL,1994-01-01,32561.5399403612,0.2,3590386.0,Europe
"Iran, Islamic Rep.",IRN,1994-01-01,9928.97555051956,4.2,59985749.0,Asia
Honduras,HND,1994-01-01,4268.84440679729,24.3,5652934.0,Americas
Guinea,GIN,1994-01-01,2159.07528951827,41.2,7262112.0,Africa
Germany,DEU,1994-01-01,45103.1298180959,0.2,81438348.0,Europe
Eswatini,SWZ,1994-01-01,5474.02482773205,85.4,953737.0,Africa
Ecuador,ECU,1994-01-01,9503.00237784204,17.1,11347652.0,Americas
Costa Rica,CRI,1994-01-01,12398.1190396114,7.0,3489152.0,Americas
Chile,CHL,1994-01-01,14036.2917558224,6.8,14210674.0,Americas
Canada,CAN,1994-01-01,40332.8762087397,1.0,29000663.0,Americas
Burkina Faso,BFA,1994-01-01,1149.16795988156,82.1,10091256.0,Africa
Belize,BLZ,1994-01-01,10140.3435306777,14.8,198416.0,Americas
Austria,AUT,1994-01-01,46472.5690932382,0.2,7936118.0,Europe
Argentina,ARG,1994-01-01,21795.8406933293,1.9,34488696.0,Americas
Uruguay,URY,1995-01-01,16556.0703433714,0.5,3208300.0,Americas
United States,USA,1995-01-01,47238.6290898533,0.5,266278000.0,Americas
United Kingdom,GBR,1995-01-01,38010.0320960173,0.2,58019030.0,Europe
Ukraine,UKR,1995-01-01,11015.572265625,7.9,51512800.0,Europe
Tunisia,TUN,1995-01-01,7235.59533186493,9.8,9294102.0,Africa
Sweden,SWE,1995-01-01,40058.1189596571,0.2,8826939.0,Europe
Sri Lanka,LKA,1995-01-01,5336.89717114397,11.8,18177572.0,Asia
Spain,ESP,1995-01-01,33059.3934712603,1.5,39724050.0,Europe
Paraguay,PRY,1995-01-01,10851.1453596317,12.4,4603917.0,Americas
Panama,PAN,1995-01-01,13422.2851942389,15.2,2716067.0,Americas
Norway,NOR,1995-01-01,66930.9377599461,0.5,4359184.0,Europe
Nepal,NPL,1995-01-01,2038.0959619876,55.2,22305571.0,Asia
Mongolia,MNG,1995-01-01,5210.86204263283,14.8,2330334.0,Asia
Mauritania,MRT,1995-01-01,5289.94283100613,21.8,2380341.0,Africa
Malaysia,MYS,1995-01-01,16732.8988520429,1.4,20136888.0,Asia
Luxembourg,LUX,1995-01-01,93562.4583558367,0.0,408625.0,Europe
Italy,ITA,1995-01-01,45664.3477487564,0.7,56844303.0,Europe
Ireland,IRL,1995-01-01,35516.0991197577,0.2,3608841.0,Europe
Honduras,HND,1995-01-01,4408.36195684311,26.2,5812832.0,Americas
Greece,GRC,1995-01-01,27769.4771533126,1.7,10562153.0,Europe
Germany,DEU,1995-01-01,45665.1788059669,0.2,81678051.0,Europe
Finland,FIN,1995-01-01,37444.1214289461,0.0,5107790.0,Europe
Ethiopia,ETH,1995-01-01,761.068518032389,69.2,57476536.0,Africa
El Salvador,SLV,1995-01-01,7075.03156771182,13.3,5748195.0,Americas
"Egypt, Arab Rep.",EGY,1995-01-01,8618.61683923475,2.0,64166908.0,Africa
Ecuador,ECU,1995-01-01,9537.17894213214,13.8,11561683.0,Americas
Denmark,DNK,1995-01-01,51117.9982319473,0.0,5233373.0,Europe
Cote d'Ivoire,CIV,1995-01-01,4819.06829117536,25.9,14299727.0,Africa
Costa Rica,CRI,1995-01-01,12610.6053940936,7.1,3572856.0,Americas
Canada,CAN,1995-01-01,40988.3989180628,0.7,29302311.0,Americas
Brazil,BRA,1995-01-01,13402.9104686685,14.7,163515328.0,Americas
Belgium,BEL,1995-01-01,44976.8527139074,0.4,10136811.0,Europe
Bangladesh,BGD,1995-01-01,2447.67463634776,33.7,117793338.0,Asia
Azerbaijan,AZE,1995-01-01,4147.97469107883,12.4,7684850.0,Asia
Austria,AUT,1995-01-01,47639.454729688,0.0,7948278.0,Europe
Australia,AUS,1995-01-01,38102.4330016468,0.7,18004882.0,Oceania
Argentina,ARG,1995-01-01,20898.5319124925,3.9,34946110.0,Americas
Algeria,DZA,1995-01-01,10587.476429194,6.1,28478022.0,Africa
Zambia,ZMB,1996-01-01,2222.37967333457,46.8,8902019.0,Africa
Uruguay,URY,1996-01-01,17380.2460367375,0.6,3226633.0,Americas
United States,USA,1996-01-01,48453.8258145334,0.7,269394000.0,Americas
United Kingdom,GBR,1996-01-01,38892.3034366787,0.2,58166950.0,Europe
Ukraine,UKR,1996-01-01,10002.36328125,7.2,51057800.0,Europe
Uganda,UGA,1996-01-01,1366.78556754881,63.9,21249572.0,Africa
Thailand,THA,1996-01-01,12395.6802000691,3.1,60211096.0,Asia
Syrian Arab Republic,SYR,1996-01-01,5075.74165226549,2.4,14708879.0,Asia
Spain,ESP,1996-01-01,33797.8918619851,1.5,39889852.0,Europe
Papua New Guinea,PNG,1996-01-01,4192.51896929503,52.6,4785895.0,Oceania
Pakistan,PAK,1996-01-01,3560.1166153749,22.3,137234810.0,Asia
Nigeria,NGA,1996-01-01,3360.46880332503,58.4,110956183.0,Africa
Mozambique,MOZ,1996-01-01,577.311778561095,82.7,16079553.0,Africa
Mexico,MEX,1996-01-01,18191.7362993579,14.0,91586555.0,Americas
Luxembourg,LUX,1996-01-01,93587.9553775981,0.0,414225.0,Europe
Kazakhstan,KAZ,1996-01-01,11441.3503225317,7.9,15578227.0,Asia
Jamaica,JAM,1996-01-01,9957.09229674376,2.6,2532894.0,Americas
Ireland,IRL,1996-01-01,37836.4773079838,0.2,3637510.0,Europe
Indonesia,IDN,1996-01-01,6756.27333467921,49.3,201373791.0,Asia
Honduras,HND,1996-01-01,4367.81339359196,28.6,5976550.0,Americas
Germany,DEU,1996-01-01,45900.0975118239,0.0,81914831.0,Europe
Georgia,GEO,1996-01-01,4339.0046688347,6.8,4491699.0,Asia
France,FRA,1996-01-01,42580.8186965283,0.2,59756533.0,Europe
El Salvador,SLV,1996-01-01,7072.22385038372,15.3,5797140.0,Americas
Dominican Republic,DOM,1996-01-01,9004.35073438209,6.5,8012314.0,Americas
Czechia,CZE,1996-01-01,28231.2798782462,0.0,10315241.0,Europe
Costa Rica,CRI,1996-01-01,12489.4463906706,8.2,3656234.0,Americas
Colombia,COL,1996-01-01,11455.8796055534,17.6,36632573.0,Americas
China,CHN,1996-01-01,3006.36270788632,48.2,1217550000.0,Asia
Chile,CHL,1996-01-01,15878.0676419224,4.7,14615483.0,Americas
Canada,CAN,1996-01-01,41247.253308077,0.2,29610218.0,Americas
Cameroon,CMR,1996-01-01,3533.83041680063,50.4,13575324.0,Africa
Brazil,BRA,1996-01-01,13490.9008657806,16.0,166037122.0,Americas
Belize,BLZ,1996-01-01,9765.18741225187,18.2,209840.0,Americas
Austria,AUT,1996-01-01,48692.970273325,0.0,7959017.0,Europe
Argentina,ARG,1996-01-01,21777.3083494767,4.2,35389362.0,Americas
Albania,ALB,1996-01-01,5469.19726589039,0.5,3168033.0,Europe
Viet Nam,VNM,1997-01-01,3728.298417892,24.4,76058603.0,Asia
Uruguay,URY,1997-01-01,18758.6730527268,0.6,3245069.0,Americas
United States,USA,1997-01-01,50002.9748720618,0.7,272657000.0,Americas
United Kingdom,GBR,1997-01-01,40702.7552189838,0.2,58316954.0,Europe
Spain,ESP,1997-01-01,34902.6661256338,1.0,40057389.0,Europe
Peru,PER,1997-01-01,7747.24310388964,19.8,25365386.0,Americas
Paraguay,PRY,1997-01-01,10978.3416860132,10.6,4818289.0,Americas
Panama,PAN,1997-01-01,14283.8509788829,14.2,2827992.0,Americas
Moldova,MDA,1997-01-01,6185.83952473232,13.0,2936413.0,Europe
Malaysia,MYS,1997-01-01,18720.4598650332,0.0,21249178.0,Asia
Malawi,MWI,1997-01-01,1271.54085120299,58.5,10512678.0,Africa
Madagascar,MDG,1997-01-01,1678.94239547837,69.4,14778903.0,Africa
Luxembourg,LUX,1997-01-01,97431.2764539689,0.0,419450.0,Europe
Lao PDR,LAO,1997-01-01,2589.94811494303,43.2,5150538.0,Asia
Kenya,KEN,1997-01-01,3817.71051413152,25.4,28364264.0,Africa
Jordan,JOR,1997-01-01,8289.05408224778,0.0,4733665.0,Asia
Israel,ISR,1997-01-01,30575.1782827376,0.2,5836000.0,Asia
Honduras,HND,1997-01-01,4444.0530491147,19.6,6144112.0,Americas
Germany,DEU,1997-01-01,46654.3895456355,0.0,82034771.0,Europe
Georgia,GEO,1997-01-01,4951.81291757472,18.8,4349913.0,Asia
France,FRA,1997-01-01,43420.56321652,0.2,59969944.0,Europe
Dominican Republic,DOM,1997-01-01,9638.6860345441,6.9,8150076.0,Americas
Costa Rica,CRI,1997-01-01,12880.3345258212,6.7,3739421.0,Americas
Canada,CAN,1997-01-01,42587.366207601,0.2,29905948.0,Americas
Brazil,BRA,1997-01-01,13741.2033539879,16.0,168546707.0,Americas
Bolivia,BOL,1997-01-01,6011.70160704694,15.5,8137619.0,Americas
Belize,BLZ,1997-01-01,9837.55115353418,20.9,217117.0,Americas
Belgium,BEL,1997-01-01,47093.5836282491,0.5,10181245.0,Europe
Austria,AUT,1997-01-01,49656.1054942487,0.2,7968041.0,Europe
Argentina,ARG,1997-01-01,23263.2440234421,3.8,35815971.0,Americas
Zambia,ZMB,1998-01-01,2182.89079841113,47.2,9372430.0,Africa
Uzbekistan,UZB,1998-01-01,2938.68396852404,58.8,24051000.0,Asia
Uruguay,URY,1998-01-01,19500.5095153139,0.6,3262683.0,Americas
United States,USA,1998-01-01,51639.1871337683,0.7,275854000.0,Americas
United Kingdom,GBR,1998-01-01,41969.9756924858,0.2,58487141.0,Europe
Thailand,THA,1998-01-01,10857.4837752372,2.2,61745217.0,Asia
Spain,ESP,1998-01-01,36285.4976301382,1.0,40223509.0,Europe
Peru,PER,1998-01-01,7581.55863308678,19.4,25818226.0,Americas
Panama,PAN,1998-01-01,15028.6056591831,14.5,2885177.0,Americas
Pakistan,PAK,1998-01-01,3479.01875571586,29.8,145476106.0,Asia
Nicaragua,NIC,1998-01-01,4384.07071338073,25.8,4974552.0,Americas
Morocco,MAR,1998-01-01,5002.66552734375,8.4,27791825.0,Africa
Mongolia,MNG,1998-01-01,5541.86500363177,28.4,2405148.0,Asia
Moldova,MDA,1998-01-01,5783.48593751483,24.0,2935227.0,Europe
Mexico,MEX,1998-01-01,20012.4918461903,15.2,94767284.0,Americas
Luxembourg,LUX,1998-01-01,102649.537184258,0.0,424700.0,Europe
Italy,ITA,1998-01-01,47889.15773677,1.7,56906744.0,Europe
"Iran, Islamic Rep.",IRN,1998-01-01,10574.3319408981,4.3,63461421.0,Asia
Indonesia,IDN,1998-01-01,5953.61897218642,68.3,207855486.0,Asia
Honduras,HND,1998-01-01,4483.61706827295,24.5,6308537.0,Americas
Guyana,GUY,1998-01-01,7990.78220974901,11.9,756697.0,Americas
Guatemala,GTM,1998-01-01,8595.49719844859,14.7,11046215.0,Americas
Ghana,GHA,1998-01-01,3224.87965940754,55.0,18714708.0,Africa
Germany,DEU,1998-01-01,47586.7706723412,0.0,82047195.0,Europe
Georgia,GEO,1998-01-01,5233.28837672816,17.0,4243607.0,Asia
"Gambia, The",GMB,1998-01-01,2541.14622280011,74.1,1356189.0,Africa
France,FRA,1998-01-01,44812.2587250686,0.0,60192790.0,Europe
El Salvador,SLV,1998-01-01,7375.7190039724,21.0,5885083.0,Americas
Ecuador,ECU,1998-01-01,9906.23193635524,15.7,12199693.0,Americas
Cote d'Ivoire,CIV,1998-01-01,5351.64482179435,30.4,15858990.0,Africa
Costa Rica,CRI,1998-01-01,13505.7998891861,5.2,3821421.0,Americas
Chile,CHL,1998-01-01,17313.0197736803,4.6,14996742.0,Americas
Canada,CAN,1998-01-01,43879.5681195652,0.5,30155173.0,Americas
Burundi,BDI,1998-01-01,1079.28150260621,79.4,6035340.0,Africa
Burkina Faso,BFA,1998-01-01,1386.19847358973,79.9,11201063.0,Africa
Brazil,BRA,1998-01-01,13586.6914336684,14.3,171039804.0,Americas
Belize,BLZ,1998-01-01,9866.52539795749,20.7,224907.0,Americas
Belarus,BLR,1998-01-01,10134.1779153846,21.8,10071963.0,Europe
Austria,AUT,1998-01-01,51378.0947882366,0.2,7976789.0,Europe
Argentina,ARG,1998-01-01,23880.7313822427,4.0,36233195.0,Americas
United States,USA,1999-01-01,53494.0566028874,0.7,279040000.0,Americas
United Kingdom,GBR,1999-01-01,43112.8683410754,0.2,58682466.0,Europe
Uganda,UGA,1999-01-01,1486.35413238701,67.9,23279247.0,Africa
Thailand,THA,1999-01-01,11227.1072123546,4.0,62442651.0,Asia
Tajikistan,TJK,1999-01-01,1279.69866603845,62.0,6189565.0,Asia
Spain,ESP,1999-01-01,37761.5504056123,0.7,40386875.0,Europe
Peru,PER,1999-01-01,7567.68091687477,19.3,26252239.0,Americas
Paraguay,PRY,1999-01-01,10387.8603968842,10.2,5026031.0,Americas
Panama,PAN,1999-01-01,15309.8397478411,12.3,2943120.0,Americas
Netherlands,NLD,1999-01-01,54120.8556248295,0.2,15812088.0,Europe
Moldova,MDA,1999-01-01,5597.46512850295,33.5,2930622.0,Europe
Madagascar,MDG,1999-01-01,1716.14992624636,66.9,15730885.0,Africa
Luxembourg,LUX,1999-01-01,109551.6579884,0.0,430475.0,Europe
Jamaica,JAM,1999-01-01,9477.31622411192,2.3,2596271.0,Americas
Indonesia,IDN,1999-01-01,5911.37799028071,44.0,210996910.0,Asia
Honduras,HND,1999-01-01,4334.6306387632,24.9,6477365.0,Americas
Germany,DEU,1999-01-01,48453.5294522155,0.0,82100243.0,Europe
Georgia,GEO,1999-01-01,5495.24505052866,21.8,4157192.0,Asia
France,FRA,1999-01-01,46106.7498246449,0.0,60504420.0,Europe
Ethiopia,ETH,1999-01-01,791.274118477199,58.0,65077579.0,Africa
El Salvador,SLV,1999-01-01,7485.87007604979,17.3,5923852.0,Americas
"Egypt, Arab Rep.",EGY,1999-01-01,9810.11442954895,0.0,69907887.0,Africa
Ecuador,ECU,1999-01-01,9275.28781715646,21.8,12412046.0,Americas
Costa Rica,CRI,1999-01-01,13786.3983587817,6.8,3901430.0,Americas
Colombia,COL,1999-01-01,10837.761020188,21.4,38585033.0,Americas
China,CHN,1999-01-01,3705.97720676034,46.1,1252735000.0,Asia
Canada,CAN,1999-01-01,45761.9298921855,0.5,30401286.0,Americas
Brazil,BRA,1999-01-01,13457.7746659903,15.0,173486281.0,Americas
Bolivia,BOL,1999-01-01,6114.51193484376,21.9,8439052.0,Americas
Belize,BLZ,1999-01-01,10433.2261221204,19.6,232733.0,Americas
Belarus,BLR,1999-01-01,10526.0036150216,19.2,10026738.0,Europe
Austria,AUT,1999-01-01,53101.8528145705,0.2,7992324.0,Europe
Armenia,ARM,1999-01-01,4353.7100695751,11.9,3206030.0,Asia
Argentina,ARG,1999-01-01,22807.9821513424,4.2,36653031.0,Americas
Uzbekistan,UZB,2000-01-01,3105.20392766676,81.3,24650400.0,Asia
Uruguay,URY,2000-01-01,18664.3045922946,0.7,3292224.0,Americas
United States,USA,2000-01-01,55059.2191687802,0.7,282162411.0,Americas
United Kingdom,GBR,2000-01-01,44814.386849721,0.2,58892514.0,Europe
Tunisia,TUN,2000-01-01,8935.87499562433,4.3,9893316.0,Africa
Tonga,TON,2000-01-01,5275.23812652427,3.1,102603.0,Oceania
Thailand,THA,2000-01-01,11611.2780298327,4.0,63066603.0,Asia
Tanzania,TZA,2000-01-01,1829.06872558594,84.0,34463704.0,Africa
Switzerland,CHE,2000-01-01,67987.0046680939,0.0,7184250.0,Europe
Sweden,SWE,2000-01-01,47537.2353505322,0.0,8872109.0,Europe
Spain,ESP,2000-01-01,39565.1933957311,0.7,40567864.0,Europe
South Africa,ZAF,2000-01-01,11262.1971392818,36.8,46813266.0,Africa
Sao Tome and Principe,STP,2000-01-01,3861.04039168037,20.4,143714.0,Africa
Rwanda,RWA,2000-01-01,1028.81270038505,75.2,8109989.0,Africa
Philippines,PHL,2000-01-01,4841.81546968884,14.5,77958223.0,Asia
Peru,PER,2000-01-01,7654.31368416812,19.3,26654439.0,Americas
Panama,PAN,2000-01-01,15418.5060464645,11.1,3001731.0,Americas
Norway,NOR,2000-01-01,77783.390658134,0.2,4490967.0,Europe
Morocco,MAR,2000-01-01,5076.193359375,7.9,28554415.0,Africa
Moldova,MDA,2000-01-01,5727.07922525352,31.1,2924668.0,Europe
Mexico,MEX,2000-01-01,20912.6099397325,10.7,97873442.0,Americas
Mauritania,MRT,2000-01-01,4857.02675312613,21.5,2695003.0,Africa
Luxembourg,LUX,2000-01-01,115588.402842744,0.0,436300.0,Europe
Kyrgyz Republic,KGZ,2000-01-01,3638.43491705271,38.2,4898400.0,Asia
Italy,ITA,2000-01-01,50479.3593680185,1.2,56942108.0,Europe
Ireland,IRL,2000-01-01,52814.5004786693,0.2,3805174.0,Europe
Indonesia,IDN,2000-01-01,6113.11642659058,43.8,214072421.0,Asia
Guatemala,GTM,2000-01-01,8814.57061995775,9.6,11589761.0,Americas
Greece,GRC,2000-01-01,32464.1984055656,0.5,10805808.0,Europe
Germany,DEU,2000-01-01,49797.2530278023,0.0,82211508.0,Europe
Georgia,GEO,2000-01-01,5706.27236527837,22.9,4077131.0,Asia
France,FRA,2000-01-01,47587.8760697138,0.0,60921384.0,Europe
Finland,FIN,2000-01-01,47422.6118151121,0.0,5176209.0,Europe
Eswatini,SWZ,2000-01-01,6111.85083851637,56.1,1030496.0,Africa
El Salvador,SLV,2000-01-01,7526.30600767927,12.9,5958482.0,Americas
Ecuador,ECU,2000-01-01,9217.29492295712,28.2,12626507.0,Americas
Dominican Republic,DOM,2000-01-01,10883.1083865891,6.7,8540791.0,Americas
Denmark,DNK,2000-01-01,58119.0083967695,0.0,5339616.0,Europe
Costa Rica,CRI,2000-01-01,14039.9127939412,6.9,3979193.0,Americas
Colombia,COL,2000-01-01,10975.5179176175,17.5,39215135.0,Americas
Chile,CHL,2000-01-01,17704.8552477466,5.8,15351799.0,Americas
Canada,CAN,2000-01-01,47667.4330856329,0.2,30685730.0,Americas
Bolivia,BOL,2000-01-01,6155.80697143782,24.2,8592656.0,Americas
Belgium,BEL,2000-01-01,51214.3427772711,0.3,10251250.0,Europe
Belarus,BLR,2000-01-01,11189.1035668896,13.6,9979610.0,Europe
Bangladesh,BGD,2000-01-01,2825.30047242922,33.3,129193327.0,Asia
Austria,AUT,2000-01-01,54762.5796214008,0.0,8011566.0,Europe
Argentina,ARG,2000-01-01,22373.03678309,5.0,37070774.0,Americas
Angola,AGO,2000-01-01,5930.05093750066,21.4,16394062.0,Africa
Uruguay,URY,2001-01-01,17899.4420183187,0.5,3300939.0,Americas
United States,USA,2001-01-01,55037.8936729664,0.7,284968955.0,Americas
United Kingdom,GBR,2001-01-01,45793.4004706286,0.2,59119673.0,Europe
Timor-Leste,TLS,2001-01-01,3672.05875446986,40.9,893001.0,Asia
Sweden,SWE,2001-01-01,48096.98719634,0.2,8895960.0,Europe
